SellerExternalId,SellerName,SellerEmail,CategoryPath,ProductAsin,ProductTitle,ProductType,Price,Currency,StockQuantity,CustomerExternalId,CustomerFullName,CustomerEmail,OrderExternalId,OrderedAtUtc,OrderStatus,Quantity,ShipmentExternalId,ShipmentStatus,TrackingNumber,DestinationCountry,DestinationCity,DestinationStreet
SEL-042,Seller SEL-042,sel-042@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-042,EchoSound Pro Headphones,Digital,54.49,USD,151,CUS-032,Customer CUS-032,cus-032@mail.local,ORD-0141,2026-01-12T13:41:00.000Z,Paid,3,SHP-0141,Delivered,TRK100281,Ukraine,Lviv,Soborna 25
SEL-043,Seller SEL-043,sel-043@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-043,Patterns for Scalable Systems,Physical,85.49,USD,152,CUS-033,Customer CUS-033,cus-033@mail.local,ORD-0142,2026-01-13T14:42:00.000Z,Packed,1,SHP-0142,Preparing,TRK100282,Ukraine,Odesa,Centralna 7
SEL-044,Seller SEL-044,sel-044@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-044,Barista Smart Brewer,Digital,116.49,USD,153,CUS-034,Customer CUS-034,cus-034@mail.local,ORD-0142,2026-01-14T15:43:00.000Z,Shipped,2,SHP-0142,InTransit,TRK100283,Ukraine,Dnipro,Independence 18
SEL-045,Seller SEL-045,sel-045@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-045,Kingdoms of Logic,Physical,147.49,USD,154,CUS-035,Customer CUS-035,cus-035@mail.local,ORD-0143,2026-01-15T16:44:00.000Z,Delivered,3,SHP-0143,Delivered,TRK100284,Ukraine,Kharkiv,Naukova 12
SEL-046,Seller SEL-046,sel-046@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-046,Nova Laptop 14,Physical,28.49,USD,155,CUS-036,Customer CUS-036,cus-036@mail.local,ORD-0143,2026-01-16T17:45:00.000Z,Created,1,SHP-0143,Preparing,TRK100285,Ukraine,Kyiv,Shevchenka 10
SEL-047,Seller SEL-047,sel-047@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-047,EchoSound Pro Headphones,Digital,59.49,USD,156,CUS-037,Customer CUS-037,cus-037@mail.local,ORD-0144,2026-01-17T18:46:00.000Z,Paid,2,SHP-0144,InTransit,TRK100286,Ukraine,Lviv,Soborna 25
SEL-048,Seller SEL-048,sel-048@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-048,Patterns for Scalable Systems,Physical,90.49,USD,157,CUS-038,Customer CUS-038,cus-038@mail.local,ORD-0144,2026-01-18T19:47:00.000Z,Packed,3,SHP-0144,Delivered,TRK100287,Ukraine,Odesa,Centralna 7
SEL-049,Seller SEL-049,sel-049@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-049,Barista Smart Brewer,Digital,121.49,USD,158,CUS-039,Customer CUS-039,cus-039@mail.local,ORD-0145,2026-01-19T08:48:00.000Z,Shipped,1,SHP-0145,Preparing,TRK100288,Ukraine,Dnipro,Independence 18
SEL-050,Seller SEL-050,sel-050@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-050,Kingdoms of Logic,Physical,135.49,USD,159,CUS-040,Customer CUS-040,cus-040@mail.local,ORD-0145,2026-01-20T09:49:00.000Z,Delivered,2,SHP-0145,InTransit,TRK100289,Ukraine,Kharkiv,Naukova 12
SEL-051,Seller SEL-051,sel-051@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-051,Nova Laptop 14,Physical,16.49,USD,160,CUS-041,Customer CUS-041,cus-041@mail.local,ORD-0146,2026-01-21T10:50:00.000Z,Created,3,SHP-0146,Delivered,TRK100290,Ukraine,Kyiv,Shevchenka 10
SEL-052,Seller SEL-052,sel-052@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-052,EchoSound Pro Headphones,Digital,47.49,USD,161,CUS-042,Customer CUS-042,cus-042@mail.local,ORD-0146,2026-01-22T11:51:00.000Z,Paid,1,SHP-0146,Preparing,TRK100291,Ukraine,Lviv,Soborna 25
SEL-053,Seller SEL-053,sel-053@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-053,Patterns for Scalable Systems,Physical,78.49,USD,162,CUS-043,Customer CUS-043,cus-043@mail.local,ORD-0147,2026-01-23T12:52:00.000Z,Packed,2,SHP-0147,InTransit,TRK100292,Ukraine,Odesa,Centralna 7
SEL-054,Seller SEL-054,sel-054@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-054,Barista Smart Brewer,Digital,109.49,USD,163,CUS-044,Customer CUS-044,cus-044@mail.local,ORD-0147,2026-01-24T13:53:00.000Z,Shipped,3,SHP-0147,Delivered,TRK100293,Ukraine,Dnipro,Independence 18
SEL-055,Seller SEL-055,sel-055@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-055,Kingdoms of Logic,Physical,140.49,USD,164,CUS-045,Customer CUS-045,cus-045@mail.local,ORD-0148,2026-01-25T14:54:00.000Z,Delivered,1,SHP-0148,Preparing,TRK100294,Ukraine,Kharkiv,Naukova 12
SEL-056,Seller SEL-056,sel-056@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-056,Nova Laptop 14,Physical,21.49,USD,165,CUS-046,Customer CUS-046,cus-046@mail.local,ORD-0148,2026-01-26T15:55:00.000Z,Created,2,SHP-0148,InTransit,TRK100295,Ukraine,Kyiv,Shevchenka 10
SEL-057,Seller SEL-057,sel-057@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-057,EchoSound Pro Headphones,Digital,52.49,USD,166,CUS-047,Customer CUS-047,cus-047@mail.local,ORD-0149,2026-01-27T16:56:00.000Z,Paid,3,SHP-0149,Delivered,TRK100296,Ukraine,Lviv,Soborna 25
SEL-058,Seller SEL-058,sel-058@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-058,Patterns for Scalable Systems,Physical,83.49,USD,167,CUS-048,Customer CUS-048,cus-048@mail.local,ORD-0149,2026-01-28T17:57:00.000Z,Packed,1,SHP-0149,Preparing,TRK100297,Ukraine,Odesa,Centralna 7
SEL-059,Seller SEL-059,sel-059@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-059,Barista Smart Brewer,Digital,114.49,USD,168,CUS-049,Customer CUS-049,cus-049@mail.local,ORD-0150,2026-01-29T18:58:00.000Z,Shipped,2,SHP-0150,InTransit,TRK100298,Ukraine,Dnipro,Independence 18
SEL-060,Seller SEL-060,sel-060@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-060,Kingdoms of Logic,Physical,145.49,USD,169,CUS-050,Customer CUS-050,cus-050@mail.local,ORD-0150,2026-01-30T19:59:00.000Z,Delivered,3,SHP-0150,Delivered,TRK100299,Ukraine,Kharkiv,Naukova 12
SEL-001,Seller SEL-001,sel-001@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-061,Nova Laptop 14,Physical,26.49,USD,20,CUS-051,Customer CUS-051,cus-051@mail.local,ORD-0151,2026-01-31T08:00:00.000Z,Created,1,SHP-0151,Preparing,TRK100300,Ukraine,Kyiv,Shevchenka 10
SEL-002,Seller SEL-002,sel-002@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-062,EchoSound Pro Headphones,Digital,57.49,USD,21,CUS-052,Customer CUS-052,cus-052@mail.local,ORD-0151,2026-02-01T09:01:00.000Z,Paid,2,SHP-0151,InTransit,TRK100301,Ukraine,Lviv,Soborna 25
SEL-003,Seller SEL-003,sel-003@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-063,Patterns for Scalable Systems,Physical,88.49,USD,22,CUS-053,Customer CUS-053,cus-053@mail.local,ORD-0152,2026-02-02T10:02:00.000Z,Packed,3,SHP-0152,Delivered,TRK100302,Ukraine,Odesa,Centralna 7
SEL-004,Seller SEL-004,sel-004@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-064,Barista Smart Brewer,Digital,119.49,USD,23,CUS-054,Customer CUS-054,cus-054@mail.local,ORD-0152,2026-02-03T11:03:00.000Z,Shipped,1,SHP-0152,Preparing,TRK100303,Ukraine,Dnipro,Independence 18
SEL-005,Seller SEL-005,sel-005@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-065,Kingdoms of Logic,Physical,150.49,USD,24,CUS-055,Customer CUS-055,cus-055@mail.local,ORD-0153,2026-02-04T12:04:00.000Z,Delivered,2,SHP-0153,InTransit,TRK100304,Ukraine,Kharkiv,Naukova 12
SEL-006,Seller SEL-006,sel-006@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-066,Nova Laptop 14,Physical,31.49,USD,25,CUS-056,Customer CUS-056,cus-056@mail.local,ORD-0153,2026-02-05T13:05:00.000Z,Created,3,SHP-0153,Delivered,TRK100305,Ukraine,Kyiv,Shevchenka 10
SEL-007,Seller SEL-007,sel-007@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-067,EchoSound Pro Headphones,Digital,45.49,USD,26,CUS-057,Customer CUS-057,cus-057@mail.local,ORD-0154,2026-02-06T14:06:00.000Z,Paid,1,SHP-0154,Preparing,TRK100306,Ukraine,Lviv,Soborna 25
SEL-008,Seller SEL-008,sel-008@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-068,Patterns for Scalable Systems,Physical,76.49,USD,27,CUS-058,Customer CUS-058,cus-058@mail.local,ORD-0154,2026-02-07T15:07:00.000Z,Packed,2,SHP-0154,InTransit,TRK100307,Ukraine,Odesa,Centralna 7
SEL-009,Seller SEL-009,sel-009@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-069,Barista Smart Brewer,Digital,107.49,USD,28,CUS-059,Customer CUS-059,cus-059@mail.local,ORD-0155,2026-02-08T16:08:00.000Z,Shipped,3,SHP-0155,Delivered,TRK100308,Ukraine,Dnipro,Independence 18
SEL-010,Seller SEL-010,sel-010@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-070,Kingdoms of Logic,Physical,138.49,USD,29,CUS-060,Customer CUS-060,cus-060@mail.local,ORD-0155,2026-02-09T17:09:00.000Z,Delivered,1,SHP-0155,Preparing,TRK100309,Ukraine,Kharkiv,Naukova 12
SEL-011,Seller SEL-011,sel-011@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-071,Nova Laptop 14,Physical,19.49,USD,30,CUS-061,Customer CUS-061,cus-061@mail.local,ORD-0156,2026-02-10T18:10:00.000Z,Created,2,SHP-0156,InTransit,TRK100310,Ukraine,Kyiv,Shevchenka 10
SEL-012,Seller SEL-012,sel-012@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-072,EchoSound Pro Headphones,Digital,50.49,USD,31,CUS-062,Customer CUS-062,cus-062@mail.local,ORD-0156,2026-02-11T19:11:00.000Z,Paid,3,SHP-0156,Delivered,TRK100311,Ukraine,Lviv,Soborna 25
SEL-013,Seller SEL-013,sel-013@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-073,Patterns for Scalable Systems,Physical,81.49,USD,32,CUS-063,Customer CUS-063,cus-063@mail.local,ORD-0157,2026-02-12T08:12:00.000Z,Packed,1,SHP-0157,Preparing,TRK100312,Ukraine,Odesa,Centralna 7
SEL-014,Seller SEL-014,sel-014@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-074,Barista Smart Brewer,Digital,112.49,USD,33,CUS-064,Customer CUS-064,cus-064@mail.local,ORD-0157,2026-02-13T09:13:00.000Z,Shipped,2,SHP-0157,InTransit,TRK100313,Ukraine,Dnipro,Independence 18
SEL-015,Seller SEL-015,sel-015@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-075,Kingdoms of Logic,Physical,143.49,USD,34,CUS-065,Customer CUS-065,cus-065@mail.local,ORD-0158,2026-02-14T10:14:00.000Z,Delivered,3,SHP-0158,Delivered,TRK100314,Ukraine,Kharkiv,Naukova 12
SEL-016,Seller SEL-016,sel-016@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-076,Nova Laptop 14,Physical,24.49,USD,35,CUS-066,Customer CUS-066,cus-066@mail.local,ORD-0158,2026-02-15T11:15:00.000Z,Created,1,SHP-0158,Preparing,TRK100315,Ukraine,Kyiv,Shevchenka 10
SEL-017,Seller SEL-017,sel-017@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-077,EchoSound Pro Headphones,Digital,55.49,USD,36,CUS-067,Customer CUS-067,cus-067@mail.local,ORD-0159,2026-02-16T12:16:00.000Z,Paid,2,SHP-0159,InTransit,TRK100316,Ukraine,Lviv,Soborna 25
SEL-018,Seller SEL-018,sel-018@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-078,Patterns for Scalable Systems,Physical,86.49,USD,37,CUS-068,Customer CUS-068,cus-068@mail.local,ORD-0159,2026-02-17T13:17:00.000Z,Packed,3,SHP-0159,Delivered,TRK100317,Ukraine,Odesa,Centralna 7
SEL-019,Seller SEL-019,sel-019@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-079,Barista Smart Brewer,Digital,117.49,USD,38,CUS-069,Customer CUS-069,cus-069@mail.local,ORD-0160,2026-02-18T14:18:00.000Z,Shipped,1,SHP-0160,Preparing,TRK100318,Ukraine,Dnipro,Independence 18
SEL-020,Seller SEL-020,sel-020@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-080,Kingdoms of Logic,Physical,148.49,USD,39,CUS-070,Customer CUS-070,cus-070@mail.local,ORD-0160,2026-02-19T15:19:00.000Z,Delivered,2,SHP-0160,InTransit,TRK100319,Ukraine,Kharkiv,Naukova 12
SEL-021,Seller SEL-021,sel-021@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-001,Nova Laptop 14,Physical,29.49,USD,40,CUS-071,Customer CUS-071,cus-071@mail.local,ORD-0161,2026-02-20T16:20:00.000Z,Created,3,SHP-0161,Delivered,TRK100320,Ukraine,Kyiv,Shevchenka 10
SEL-022,Seller SEL-022,sel-022@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-002,EchoSound Pro Headphones,Digital,60.49,USD,41,CUS-072,Customer CUS-072,cus-072@mail.local,ORD-0161,2026-02-21T17:21:00.000Z,Paid,1,SHP-0161,Preparing,TRK100321,Ukraine,Lviv,Soborna 25
SEL-023,Seller SEL-023,sel-023@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-003,Patterns for Scalable Systems,Physical,91.49,USD,42,CUS-073,Customer CUS-073,cus-073@mail.local,ORD-0162,2026-02-22T18:22:00.000Z,Packed,2,SHP-0162,InTransit,TRK100322,Ukraine,Odesa,Centralna 7
SEL-024,Seller SEL-024,sel-024@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-004,Barista Smart Brewer,Digital,105.49,USD,43,CUS-074,Customer CUS-074,cus-074@mail.local,ORD-0162,2026-02-23T19:23:00.000Z,Shipped,3,SHP-0162,Delivered,TRK100323,Ukraine,Dnipro,Independence 18
SEL-025,Seller SEL-025,sel-025@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-005,Kingdoms of Logic,Physical,136.49,USD,44,CUS-075,Customer CUS-075,cus-075@mail.local,ORD-0163,2026-02-24T08:24:00.000Z,Delivered,1,SHP-0163,Preparing,TRK100324,Ukraine,Kharkiv,Naukova 12
SEL-026,Seller SEL-026,sel-026@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-006,Nova Laptop 14,Physical,17.49,USD,45,CUS-076,Customer CUS-076,cus-076@mail.local,ORD-0163,2026-02-25T09:25:00.000Z,Created,2,SHP-0163,InTransit,TRK100325,Ukraine,Kyiv,Shevchenka 10
SEL-027,Seller SEL-027,sel-027@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-007,EchoSound Pro Headphones,Digital,48.49,USD,46,CUS-077,Customer CUS-077,cus-077@mail.local,ORD-0164,2026-02-26T10:26:00.000Z,Paid,3,SHP-0164,Delivered,TRK100326,Ukraine,Lviv,Soborna 25
SEL-028,Seller SEL-028,sel-028@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-008,Patterns for Scalable Systems,Physical,79.49,USD,47,CUS-078,Customer CUS-078,cus-078@mail.local,ORD-0164,2026-02-27T11:27:00.000Z,Packed,1,SHP-0164,Preparing,TRK100327,Ukraine,Odesa,Centralna 7
SEL-029,Seller SEL-029,sel-029@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-009,Barista Smart Brewer,Digital,110.49,USD,48,CUS-079,Customer CUS-079,cus-079@mail.local,ORD-0165,2026-02-28T12:28:00.000Z,Shipped,2,SHP-0165,InTransit,TRK100328,Ukraine,Dnipro,Independence 18
SEL-030,Seller SEL-030,sel-030@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-010,Kingdoms of Logic,Physical,141.49,USD,49,CUS-080,Customer CUS-080,cus-080@mail.local,ORD-0165,2026-03-01T13:29:00.000Z,Delivered,3,SHP-0165,Delivered,TRK100329,Ukraine,Kharkiv,Naukova 12
SEL-031,Seller SEL-031,sel-031@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-011,Nova Laptop 14,Physical,22.49,USD,50,CUS-081,Customer CUS-081,cus-081@mail.local,ORD-0166,2026-03-02T14:30:00.000Z,Created,1,SHP-0166,Preparing,TRK100330,Ukraine,Kyiv,Shevchenka 10
SEL-032,Seller SEL-032,sel-032@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-012,EchoSound Pro Headphones,Digital,53.49,USD,51,CUS-082,Customer CUS-082,cus-082@mail.local,ORD-0166,2026-03-03T15:31:00.000Z,Paid,2,SHP-0166,InTransit,TRK100331,Ukraine,Lviv,Soborna 25
SEL-033,Seller SEL-033,sel-033@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-013,Patterns for Scalable Systems,Physical,84.49,USD,52,CUS-083,Customer CUS-083,cus-083@mail.local,ORD-0167,2026-03-04T16:32:00.000Z,Packed,3,SHP-0167,Delivered,TRK100332,Ukraine,Odesa,Centralna 7
SEL-034,Seller SEL-034,sel-034@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-014,Barista Smart Brewer,Digital,115.49,USD,53,CUS-084,Customer CUS-084,cus-084@mail.local,ORD-0167,2026-03-05T17:33:00.000Z,Shipped,1,SHP-0167,Preparing,TRK100333,Ukraine,Dnipro,Independence 18
SEL-035,Seller SEL-035,sel-035@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-015,Kingdoms of Logic,Physical,146.49,USD,54,CUS-085,Customer CUS-085,cus-085@mail.local,ORD-0168,2026-03-06T18:34:00.000Z,Delivered,2,SHP-0168,InTransit,TRK100334,Ukraine,Kharkiv,Naukova 12
SEL-036,Seller SEL-036,sel-036@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-016,Nova Laptop 14,Physical,27.49,USD,55,CUS-086,Customer CUS-086,cus-086@mail.local,ORD-0168,2026-03-07T19:35:00.000Z,Created,3,SHP-0168,Delivered,TRK100335,Ukraine,Kyiv,Shevchenka 10
SEL-037,Seller SEL-037,sel-037@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-017,EchoSound Pro Headphones,Digital,58.49,USD,56,CUS-087,Customer CUS-087,cus-087@mail.local,ORD-0169,2026-03-08T08:36:00.000Z,Paid,1,SHP-0169,Preparing,TRK100336,Ukraine,Lviv,Soborna 25
SEL-038,Seller SEL-038,sel-038@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-018,Patterns for Scalable Systems,Physical,89.49,USD,57,CUS-088,Customer CUS-088,cus-088@mail.local,ORD-0169,2026-03-09T09:37:00.000Z,Packed,2,SHP-0169,InTransit,TRK100337,Ukraine,Odesa,Centralna 7
SEL-039,Seller SEL-039,sel-039@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-019,Barista Smart Brewer,Digital,120.49,USD,58,CUS-089,Customer CUS-089,cus-089@mail.local,ORD-0170,2026-03-10T10:38:00.000Z,Shipped,3,SHP-0170,Delivered,TRK100338,Ukraine,Dnipro,Independence 18
SEL-040,Seller SEL-040,sel-040@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-020,Kingdoms of Logic,Physical,151.49,USD,59,CUS-090,Customer CUS-090,cus-090@mail.local,ORD-0170,2026-03-11T11:39:00.000Z,Delivered,1,SHP-0170,Preparing,TRK100339,Ukraine,Kharkiv,Naukova 12
SEL-041,Seller SEL-041,sel-041@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-021,Nova Laptop 14,Physical,15.49,USD,60,CUS-091,Customer CUS-091,cus-091@mail.local,ORD-0171,2026-03-12T12:40:00.000Z,Created,2,SHP-0171,InTransit,TRK100340,Ukraine,Kyiv,Shevchenka 10
SEL-042,Seller SEL-042,sel-042@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-022,EchoSound Pro Headphones,Digital,46.49,USD,61,CUS-092,Customer CUS-092,cus-092@mail.local,ORD-0171,2026-03-13T13:41:00.000Z,Paid,3,SHP-0171,Delivered,TRK100341,Ukraine,Lviv,Soborna 25
SEL-043,Seller SEL-043,sel-043@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-023,Patterns for Scalable Systems,Physical,77.49,USD,62,CUS-093,Customer CUS-093,cus-093@mail.local,ORD-0172,2026-03-14T14:42:00.000Z,Packed,1,SHP-0172,Preparing,TRK100342,Ukraine,Odesa,Centralna 7
SEL-044,Seller SEL-044,sel-044@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-024,Barista Smart Brewer,Digital,108.49,USD,63,CUS-094,Customer CUS-094,cus-094@mail.local,ORD-0172,2026-03-15T15:43:00.000Z,Shipped,2,SHP-0172,InTransit,TRK100343,Ukraine,Dnipro,Independence 18
SEL-045,Seller SEL-045,sel-045@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-025,Kingdoms of Logic,Physical,139.49,USD,64,CUS-095,Customer CUS-095,cus-095@mail.local,ORD-0173,2026-03-16T16:44:00.000Z,Delivered,3,SHP-0173,Delivered,TRK100344,Ukraine,Kharkiv,Naukova 12
SEL-046,Seller SEL-046,sel-046@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-026,Nova Laptop 14,Physical,20.49,USD,65,CUS-096,Customer CUS-096,cus-096@mail.local,ORD-0173,2026-03-17T17:45:00.000Z,Created,1,SHP-0173,Preparing,TRK100345,Ukraine,Kyiv,Shevchenka 10
SEL-047,Seller SEL-047,sel-047@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-027,EchoSound Pro Headphones,Digital,51.49,USD,66,CUS-097,Customer CUS-097,cus-097@mail.local,ORD-0174,2026-03-18T18:46:00.000Z,Paid,2,SHP-0174,InTransit,TRK100346,Ukraine,Lviv,Soborna 25
SEL-048,Seller SEL-048,sel-048@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-028,Patterns for Scalable Systems,Physical,82.49,USD,67,CUS-098,Customer CUS-098,cus-098@mail.local,ORD-0174,2026-03-19T19:47:00.000Z,Packed,3,SHP-0174,Delivered,TRK100347,Ukraine,Odesa,Centralna 7
SEL-049,Seller SEL-049,sel-049@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-029,Barista Smart Brewer,Digital,113.49,USD,68,CUS-099,Customer CUS-099,cus-099@mail.local,ORD-0175,2026-03-20T08:48:00.000Z,Shipped,1,SHP-0175,Preparing,TRK100348,Ukraine,Dnipro,Independence 18
SEL-050,Seller SEL-050,sel-050@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-030,Kingdoms of Logic,Physical,144.49,USD,69,CUS-100,Customer CUS-100,cus-100@mail.local,ORD-0175,2026-03-21T09:49:00.000Z,Delivered,2,SHP-0175,InTransit,TRK100349,Ukraine,Kharkiv,Naukova 12
SEL-051,Seller SEL-051,sel-051@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-031,Nova Laptop 14,Physical,25.49,USD,70,CUS-101,Customer CUS-101,cus-101@mail.local,ORD-0176,2026-03-22T10:50:00.000Z,Created,3,SHP-0176,Delivered,TRK100350,Ukraine,Kyiv,Shevchenka 10
SEL-052,Seller SEL-052,sel-052@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-032,EchoSound Pro Headphones,Digital,56.49,USD,71,CUS-102,Customer CUS-102,cus-102@mail.local,ORD-0176,2026-03-23T11:51:00.000Z,Paid,1,SHP-0176,Preparing,TRK100351,Ukraine,Lviv,Soborna 25
SEL-053,Seller SEL-053,sel-053@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-033,Patterns for Scalable Systems,Physical,87.49,USD,72,CUS-103,Customer CUS-103,cus-103@mail.local,ORD-0177,2026-03-24T12:52:00.000Z,Packed,2,SHP-0177,InTransit,TRK100352,Ukraine,Odesa,Centralna 7
SEL-054,Seller SEL-054,sel-054@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-034,Barista Smart Brewer,Digital,118.49,USD,73,CUS-104,Customer CUS-104,cus-104@mail.local,ORD-0177,2026-03-25T13:53:00.000Z,Shipped,3,SHP-0177,Delivered,TRK100353,Ukraine,Dnipro,Independence 18
SEL-055,Seller SEL-055,sel-055@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-035,Kingdoms of Logic,Physical,149.49,USD,74,CUS-105,Customer CUS-105,cus-105@mail.local,ORD-0178,2026-03-26T14:54:00.000Z,Delivered,1,SHP-0178,Preparing,TRK100354,Ukraine,Kharkiv,Naukova 12
SEL-056,Seller SEL-056,sel-056@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-036,Nova Laptop 14,Physical,30.49,USD,75,CUS-106,Customer CUS-106,cus-106@mail.local,ORD-0178,2026-03-27T15:55:00.000Z,Created,2,SHP-0178,InTransit,TRK100355,Ukraine,Kyiv,Shevchenka 10
SEL-057,Seller SEL-057,sel-057@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-037,EchoSound Pro Headphones,Digital,61.49,USD,76,CUS-107,Customer CUS-107,cus-107@mail.local,ORD-0179,2026-03-28T16:56:00.000Z,Paid,3,SHP-0179,Delivered,TRK100356,Ukraine,Lviv,Soborna 25
SEL-058,Seller SEL-058,sel-058@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-038,Patterns for Scalable Systems,Physical,75.49,USD,77,CUS-108,Customer CUS-108,cus-108@mail.local,ORD-0179,2026-03-29T17:57:00.000Z,Packed,1,SHP-0179,Preparing,TRK100357,Ukraine,Odesa,Centralna 7
SEL-059,Seller SEL-059,sel-059@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-039,Barista Smart Brewer,Digital,106.49,USD,78,CUS-109,Customer CUS-109,cus-109@mail.local,ORD-0180,2026-03-30T18:58:00.000Z,Shipped,2,SHP-0180,InTransit,TRK100358,Ukraine,Dnipro,Independence 18
SEL-060,Seller SEL-060,sel-060@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-040,Kingdoms of Logic,Physical,137.49,USD,79,CUS-110,Customer CUS-110,cus-110@mail.local,ORD-0180,2026-03-31T19:59:00.000Z,Delivered,3,SHP-0180,Delivered,TRK100359,Ukraine,Kharkiv,Naukova 12
SEL-001,Seller SEL-001,sel-001@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-041,Nova Laptop 14,Physical,18.49,USD,80,CUS-111,Customer CUS-111,cus-111@mail.local,ORD-0181,2026-01-01T08:00:00.000Z,Created,1,SHP-0181,Preparing,TRK100360,Ukraine,Kyiv,Shevchenka 10
